Record_ID,Article_Link,Theme,Tone
20260918000000-629,https://www.northcentralpa.com/features/pa-election-2026-your-complete-guide-to-the-candidates-for-governor/article_179b967f-1aa6-4150-8128-9f3d040a57d8.html,"LEADER,282","1.05540897097625,3.69393139841689,2.63852242744063,6.33245382585752,21.8997361477573,0.329815303430079,2745"
20260918000000-629,https://www.northcentralpa.com/features/pa-election-2026-your-complete-guide-to-the-candidates-for-governor/article_179b967f-1aa6-4150-8128-9f3d040a57d8.html,"LEADER,1781","1.05540897097625,3.69393139841689,2.63852242744063,6.33245382585752,21.8997361477573,0.329815303430079,2745"
20260918000000-629,https://www.northcentralpa.com/features/pa-election-2026-your-complete-guide-to-the-candidates-for-governor/article_179b967f-1aa6-4150-8128-9f3d040a57d8.html,"LEADER,1881","1.05540897097625,3.69393139841689,2.63852242744063,6.33245382585752,21.8997361477573,0.329815303430079,2745"
20260918000000-629,https://www.northcentralpa.com/features/pa-election-2026-your-complete-guide-to-the-candidates-for-governor/article_179b967f-1aa6-4150-8128-9f3d040a57d8.html,"LEADER,2157","1.05540897097625,3.69393139841689,2.63852242744063,6.33245382585752,21.8997361477573,0.329815303430079,2745"
20260918000000-629,https://www.northcentralpa.com/features/pa-election-2026-your-complete-guide-to-the-candidates-for-governor/article_179b967f-1aa6-4150-8128-9f3d040a57d8.html,"LEADER,2428","1.05540897097625,3.69393139841689,2.63852242744063,6.33245382585752,21.8997361477573,0.329815303430079,2745"
20260918000000-629,https://www.northcentralpa.com/features/pa-election-2026-your-complete-guide-to-the-candidates-for-governor/article_179b967f-1aa6-4150-8128-9f3d040a57d8.html,"LEADER,3663","1.05540897097625,3.69393139841689,2.63852242744063,6.33245382585752,21.8997361477573,0.329815303430079,2745"
20260918000000-629,https://www.northcentralpa.com/features/pa-election-2026-your-complete-guide-to-the-candidates-for-governor/article_179b967f-1aa6-4150-8128-9f3d040a57d8.html,"LEADER,4256","1.05540897097625,3.69393139841689,2.63852242744063,6.33245382585752,21.8997361477573,0.329815303430079,2745"
20260918000000-629,https://www.northcentralpa.com/features/pa-election-2026-your-complete-guide-to-the-candidates-for-governor/article_179b967f-1aa6-4150-8128-9f3d040a57d8.html,"LEADER,4742","1.05540897097625,3.69393139841689,2.63852242744063,6.33245382585752,21.8997361477573,0.329815303430079,2745"
20260918000000-629,https://www.northcentralpa.com/features/pa-election-2026-your-complete-guide-to-the-candidates-for-governor/article_179b967f-1aa6-4150-8128-9f3d040a57d8.html,"LEADER,5617","1.05540897097625,3.69393139841689,2.63852242744063,6.33245382585752,21.8997361477573,0.329815303430079,2745"
20260918000000-629,https://www.northcentralpa.com/features/pa-election-2026-your-complete-guide-to-the-candidates-for-governor/article_179b967f-1aa6-4150-8128-9f3d040a57d8.html,"LEADER,6117","1.05540897097625,3.69393139841689,2.63852242744063,6.33245382585752,21.8997361477573,0.329815303430079,2745"
20260918000000-629,https://www.northcentralpa.com/features/pa-election-2026-your-complete-guide-to-the-candidates-for-governor/article_179b967f-1aa6-4150-8128-9f3d040a57d8.html,"LEADER,6372","1.05540897097625,3.69393139841689,2.63852242744063,6.33245382585752,21.8997361477573,0.329815303430079,2745"
20260918000000-629,https://www.northcentralpa.com/features/pa-election-2026-your-complete-guide-to-the-candidates-for-governor/article_179b967f-1aa6-4150-8128-9f3d040a57d8.html,"LEADER,12607","1.05540897097625,3.69393139841689,2.63852242744063,6.33245382585752,21.8997361477573,0.329815303430079,2745"
20260918000000-629,https://www.northcentralpa.com/features/pa-election-2026-your-complete-guide-to-the-candidates-for-governor/article_179b967f-1aa6-4150-8128-9f3d040a57d8.html,"LEADER,14341","1.05540897097625,3.69393139841689,2.63852242744063,6.33245382585752,21.8997361477573,0.329815303430079,2745"
20260918000000-629,https://www.northcentralpa.com/features/pa-election-2026-your-complete-guide-to-the-candidates-for-governor/article_179b967f-1aa6-4150-8128-9f3d040a57d8.html,"LEADER,14807","1.05540897097625,3.69393139841689,2.63852242744063,6.33245382585752,21.8997361477573,0.329815303430079,2745"
20260918000000-629,https://www.northcentralpa.com/features/pa-election-2026-your-complete-guide-to-the-candidates-for-governor/article_179b967f-1aa6-4150-8128-9f3d040a57d8.html,"LEADER,16538","1.05540897097625,3.69393139841689,2.63852242744063,6.33245382585752,21.8997361477573,0.329815303430079,2745"
20260918000000-629,https://www.northcentralpa.com/features/pa-election-2026-your-complete-guide-to-the-candidates-for-governor/article_179b967f-1aa6-4150-8128-9f3d040a57d8.html,"LEADER,17417","1.05540897097625,3.69393139841689,2.63852242744063,6.33245382585752,21.8997361477573,0.329815303430079,2745"
20260918000000-629,https://www.northcentralpa.com/features/pa-election-2026-your-complete-guide-to-the-candidates-for-governor/article_179b967f-1aa6-4150-8128-9f3d040a57d8.html,"LEADER,17818","1.05540897097625,3.69393139841689,2.63852242744063,6.33245382585752,21.8997361477573,0.329815303430079,2745"
20260918000000-629,https://www.northcentralpa.com/features/pa-election-2026-your-complete-guide-to-the-candidates-for-governor/article_179b967f-1aa6-4150-8128-9f3d040a57d8.html,"LEADER,18305","1.05540897097625,3.69393139841689,2.63852242744063,6.33245382585752,21.8997361477573,0.329815303430079,2745"
20260918000000-629,https://www.northcentralpa.com/features/pa-election-2026-your-complete-guide-to-the-candidates-for-governor/article_179b967f-1aa6-4150-8128-9f3d040a57d8.html,"TAX_FNCACT_GOVERNOR,282","1.05540897097625,3.69393139841689,2.63852242744063,6.33245382585752,21.8997361477573,0.329815303430079,2745"
20260918000000-629,https://www.northcentralpa.com/features/pa-election-2026-your-complete-guide-to-the-candidates-for-governor/article_179b967f-1aa6-4150-8128-9f3d040a57d8.html,"TAX_FNCACT_GOVERNOR,1781","1.05540897097625,3.69393139841689,2.63852242744063,6.33245382585752,21.8997361477573,0.329815303430079,2745"
20260918000000-629,https://www.northcentralpa.com/features/pa-election-2026-your-complete-guide-to-the-candidates-for-governor/article_179b967f-1aa6-4150-8128-9f3d040a57d8.html,"TAX_FNCACT_GOVERNOR,1881","1.05540897097625,3.69393139841689,2.63852242744063,6.33245382585752,21.8997361477573,0.329815303430079,2745"
20260918000000-629,https://www.northcentralpa.com/features/pa-election-2026-your-complete-guide-to-the-candidates-for-governor/article_179b967f-1aa6-4150-8128-9f3d040a57d8.html,"TAX_FNCACT_GOVERNOR,2157","1.05540897097625,3.69393139841689,2.63852242744063,6.33245382585752,21.8997361477573,0.329815303430079,2745"
20260918000000-629,https://www.northcentralpa.com/features/pa-election-2026-your-complete-guide-to-the-candidates-for-governor/article_179b967f-1aa6-4150-8128-9f3d040a57d8.html,"TAX_FNCACT_GOVERNOR,2428","1.05540897097625,3.69393139841689,2.63852242744063,6.33245382585752,21.8997361477573,0.329815303430079,2745"
20260918000000-629,https://www.northcentralpa.com/features/pa-election-2026-your-complete-guide-to-the-candidates-for-governor/article_179b967f-1aa6-4150-8128-9f3d040a57d8.html,"TAX_FNCACT_GOVERNOR,3663","1.05540897097625,3.69393139841689,2.63852242744063,6.33245382585752,21.8997361477573,0.329815303430079,2745"
20260918000000-629,https://www.northcentralpa.com/features/pa-election-2026-your-complete-guide-to-the-candidates-for-governor/article_179b967f-1aa6-4150-8128-9f3d040a57d8.html,"TAX_FNCACT_GOVERNOR,4256","1.05540897097625,3.69393139841689,2.63852242744063,6.33245382585752,21.8997361477573,0.329815303430079,2745"
20260918000000-629,https://www.northcentralpa.com/features/pa-election-2026-your-complete-guide-to-the-candidates-for-governor/article_179b967f-1aa6-4150-8128-9f3d040a57d8.html,"TAX_FNCACT_GOVERNOR,4742","1.05540897097625,3.69393139841689,2.63852242744063,6.33245382585752,21.8997361477573,0.329815303430079,2745"
20260918000000-629,https://www.northcentralpa.com/features/pa-election-2026-your-complete-guide-to-the-candidates-for-governor/article_179b967f-1aa6-4150-8128-9f3d040a57d8.html,"TAX_FNCACT_GOVERNOR,5617","1.05540897097625,3.69393139841689,2.63852242744063,6.33245382585752,21.8997361477573,0.329815303430079,2745"
20260918000000-629,https://www.northcentralpa.com/features/pa-election-2026-your-complete-guide-to-the-candidates-for-governor/article_179b967f-1aa6-4150-8128-9f3d040a57d8.html,"TAX_FNCACT_GOVERNOR,6117","1.05540897097625,3.69393139841689,2.63852242744063,6.33245382585752,21.8997361477573,0.329815303430079,2745"
20260918000000-629,https://www.northcentralpa.com/features/pa-election-2026-your-complete-guide-to-the-candidates-for-governor/article_179b967f-1aa6-4150-8128-9f3d040a57d8.html,"TAX_FNCACT_GOVERNOR,6372","1.05540897097625,3.69393139841689,2.63852242744063,6.33245382585752,21.8997361477573,0.329815303430079,2745"
20260918000000-629,https://www.northcentralpa.com/features/pa-election-2026-your-complete-guide-to-the-candidates-for-governor/article_179b967f-1aa6-4150-8128-9f3d040a57d8.html,"TAX_FNCACT_GOVERNOR,12607","1.05540897097625,3.69393139841689,2.63852242744063,6.33245382585752,21.8997361477573,0.329815303430079,2745"
20260918000000-629,https://www.northcentralpa.com/features/pa-election-2026-your-complete-guide-to-the-candidates-for-governor/article_179b967f-1aa6-4150-8128-9f3d040a57d8.html,"TAX_FNCACT_GOVERNOR,14341","1.05540897097625,3.69393139841689,2.63852242744063,6.33245382585752,21.8997361477573,0.329815303430079,2745"
20260918000000-629,https://www.northcentralpa.com/features/pa-election-2026-your-complete-guide-to-the-candidates-for-governor/article_179b967f-1aa6-4150-8128-9f3d040a57d8.html,"TAX_FNCACT_GOVERNOR,14807","1.05540897097625,3.69393139841689,2.63852242744063,6.33245382585752,21.8997361477573,0.329815303430079,2745"
20260918000000-629,https://www.northcentralpa.com/features/pa-election-2026-your-complete-guide-to-the-candidates-for-governor/article_179b967f-1aa6-4150-8128-9f3d040a57d8.html,"TAX_FNCACT_GOVERNOR,16538","1.05540897097625,3.69393139841689,2.63852242744063,6.33245382585752,21.8997361477573,0.329815303430079,2745"
20260918000000-629,https://www.northcentralpa.com/features/pa-election-2026-your-complete-guide-to-the-candidates-for-governor/article_179b967f-1aa6-4150-8128-9f3d040a57d8.html,"TAX_FNCACT_GOVERNOR,17417","1.05540897097625,3.69393139841689,2.63852242744063,6.33245382585752,21.8997361477573,0.329815303430079,2745"
20260918000000-629,https://www.northcentralpa.com/features/pa-election-2026-your-complete-guide-to-the-candidates-for-governor/article_179b967f-1aa6-4150-8128-9f3d040a57d8.html,"TAX_FNCACT_GOVERNOR,17818","1.05540897097625,3.69393139841689,2.63852242744063,6.33245382585752,21.8997361477573,0.329815303430079,2745"
20260918000000-629,https://www.northcentralpa.com/features/pa-election-2026-your-complete-guide-to-the-candidates-for-governor/article_179b967f-1aa6-4150-8128-9f3d040a57d8.html,"TAX_FNCACT_GOVERNOR,18305","1.05540897097625,3.69393139841689,2.63852242744063,6.33245382585752,21.8997361477573,0.329815303430079,2745"
20260918000000-629,https://www.northcentralpa.com/features/pa-election-2026-your-complete-guide-to-the-candidates-for-governor/article_179b967f-1aa6-4150-8128-9f3d040a57d8.html,,"1.05540897097625,3.69393139841689,2.63852242744063,6.33245382585752,21.8997361477573,0.329815303430079,2745"
20260917211500-33,http://www.prnewswire.com/news-releases/novolinc-launches-maxlinc-achieving-industry-leading-0-7-mmkw-thermal-resistance-for-multi-kilowatt-ai-chips-302882340.html,"WB_507_ENERGY_AND_EXTRACTIVES,4129","3.29861111111111,4.34027777777778,1.04166666666667,5.38194444444444,19.4444444444444,0.520833333333333,519"
20260917211500-33,http://www.prnewswire.com/news-releases/novolinc-launches-maxlinc-achieving-industry-leading-0-7-mmkw-thermal-resistance-for-multi-kilowatt-ai-chips-302882340.html,"WB_533_ENERGY_EFFICIENCY,4129","3.29861111111111,4.34027777777778,1.04166666666667,5.38194444444444,19.4444444444444,0.520833333333333,519"
20260917211500-33,http://www.prnewswire.com/news-releases/novolinc-launches-maxlinc-achieving-industry-leading-0-7-mmkw-thermal-resistance-for-multi-kilowatt-ai-chips-302882340.html,"TAX_FNCACT_VICE_PRESIDENT,2712","3.29861111111111,4.34027777777778,1.04166666666667,5.38194444444444,19.4444444444444,0.520833333333333,519"
20260917211500-33,http://www.prnewswire.com/news-releases/novolinc-launches-maxlinc-achieving-industry-leading-0-7-mmkw-thermal-resistance-for-multi-kilowatt-ai-chips-302882340.html,"TAX_FNCACT_OPERATOR,2085","3.29861111111111,4.34027777777778,1.04166666666667,5.38194444444444,19.4444444444444,0.520833333333333,519"
20260917211500-33,http://www.prnewswire.com/news-releases/novolinc-launches-maxlinc-achieving-industry-leading-0-7-mmkw-thermal-resistance-for-multi-kilowatt-ai-chips-302882340.html,"WB_566_ENVIRONMENT_AND_NATURAL_RESOURCES,2998","3.29861111111111,4.34027777777778,1.04166666666667,5.38194444444444,19.4444444444444,0.520833333333333,519"
20260917211500-33,http://www.prnewswire.com/news-releases/novolinc-launches-maxlinc-achieving-industry-leading-0-7-mmkw-thermal-resistance-for-multi-kilowatt-ai-chips-302882340.html,"WB_590_ECOSYSTEMS,2998","3.29861111111111,4.34027777777778,1.04166666666667,5.38194444444444,19.4444444444444,0.520833333333333,519"
20260917211500-33,http://www.prnewswire.com/news-releases/novolinc-launches-maxlinc-achieving-industry-leading-0-7-mmkw-thermal-resistance-for-multi-kilowatt-ai-chips-302882340.html,"CRISISLEX_O01_WEATHER,286","3.29861111111111,4.34027777777778,1.04166666666667,5.38194444444444,19.4444444444444,0.520833333333333,519"
20260917211500-33,http://www.prnewswire.com/news-releases/novolinc-launches-maxlinc-achieving-industry-leading-0-7-mmkw-thermal-resistance-for-multi-kilowatt-ai-chips-302882340.html,"CRISISLEX_O01_WEATHER,1128","3.29861111111111,4.34027777777778,1.04166666666667,5.38194444444444,19.4444444444444,0.520833333333333,519"
20260917211500-33,http://www.prnewswire.com/news-releases/novolinc-launches-maxlinc-achieving-industry-leading-0-7-mmkw-thermal-resistance-for-multi-kilowatt-ai-chips-302882340.html,"CRISISLEX_O01_WEATHER,1766","3.29861111111111,4.34027777777778,1.04166666666667,5.38194444444444,19.4444444444444,0.520833333333333,519"
20260917211500-33,http://www.prnewswire.com/news-releases/novolinc-launches-maxlinc-achieving-industry-leading-0-7-mmkw-thermal-resistance-for-multi-kilowatt-ai-chips-302882340.html,"TAX_FNCACT_CEO,1860","3.29861111111111,4.34027777777778,1.04166666666667,5.38194444444444,19.4444444444444,0.520833333333333,519"
20260917211500-33,http://www.prnewswire.com/news-releases/novolinc-launches-maxlinc-achieving-industry-leading-0-7-mmkw-thermal-resistance-for-multi-kilowatt-ai-chips-302882340.html,"EPU_ECONOMY_HISTORIC,491","3.29861111111111,4.34027777777778,1.04166666666667,5.38194444444444,19.4444444444444,0.520833333333333,519"
20260917211500-33,http://www.prnewswire.com/news-releases/novolinc-launches-maxlinc-achieving-industry-leading-0-7-mmkw-thermal-resistance-for-multi-kilowatt-ai-chips-302882340.html,"EPU_ECONOMY_HISTORIC,1597","3.29861111111111,4.34027777777778,1.04166666666667,5.38194444444444,19.4444444444444,0.520833333333333,519"
20260917211500-33,http://www.prnewswire.com/news-releases/novolinc-launches-maxlinc-achieving-industry-leading-0-7-mmkw-thermal-resistance-for-multi-kilowatt-ai-chips-302882340.html,"TAX_ECON_PRICE,2056","3.29861111111111,4.34027777777778,1.04166666666667,5.38194444444444,19.4444444444444,0.520833333333333,519"
20260917211500-33,http://www.prnewswire.com/news-releases/novolinc-launches-maxlinc-achieving-industry-leading-0-7-mmkw-thermal-resistance-for-multi-kilowatt-ai-chips-302882340.html,"LEADER,2712","3.29861111111111,4.34027777777778,1.04166666666667,5.38194444444444,19.4444444444444,0.520833333333333,519"
20260917211500-33,http://www.prnewswire.com/news-releases/novolinc-launches-maxlinc-achieving-industry-leading-0-7-mmkw-thermal-resistance-for-multi-kilowatt-ai-chips-302882340.html,"TAX_FNCACT_PRESIDENT,2712","3.29861111111111,4.34027777777778,1.04166666666667,5.38194444444444,19.4444444444444,0.520833333333333,519"
20260917211500-33,http://www.prnewswire.com/news-releases/novolinc-launches-maxlinc-achieving-industry-leading-0-7-mmkw-thermal-resistance-for-multi-kilowatt-ai-chips-302882340.html,"USPEC_POLITICS_GENERAL1,2712","3.29861111111111,4.34027777777778,1.04166666666667,5.38194444444444,19.4444444444444,0.520833333333333,519"
20260917211500-33,http://www.prnewswire.com/news-releases/novolinc-launches-maxlinc-achieving-industry-leading-0-7-mmkw-thermal-resistance-for-multi-kilowatt-ai-chips-302882340.html,"WB_1921_PRIVATE_SECTOR_DEVELOPMENT,2109","3.29861111111111,4.34027777777778,1.04166666666667,5.38194444444444,19.4444444444444,0.520833333333333,519"
20260917211500-33,http://www.prnewswire.com/news-releases/novolinc-launches-maxlinc-achieving-industry-leading-0-7-mmkw-thermal-resistance-for-multi-kilowatt-ai-chips-302882340.html,"WB_1921_PRIVATE_SECTOR_DEVELOPMENT,2488","3.29861111111111,4.34027777777778,1.04166666666667,5.38194444444444,19.4444444444444,0.520833333333333,519"
20260917211500-33,http://www.prnewswire.com/news-releases/novolinc-launches-maxlinc-achieving-industry-leading-0-7-mmkw-thermal-resistance-for-multi-kilowatt-ai-chips-302882340.html,"WB_1921_PRIVATE_SECTOR_DEVELOPMENT,3784","3.29861111111111,4.34027777777778,1.04166666666667,5.38194444444444,19.4444444444444,0.520833333333333,519"
20260917211500-33,http://www.prnewswire.com/news-releases/novolinc-launches-maxlinc-achieving-industry-leading-0-7-mmkw-thermal-resistance-for-multi-kilowatt-ai-chips-302882340.html,"WB_346_COMPETITIVE_INDUSTRIES,2109","3.29861111111111,4.34027777777778,1.04166666666667,5.38194444444444,19.4444444444444,0.520833333333333,519"
20260917211500-33,http://www.prnewswire.com/news-releases/novolinc-launches-maxlinc-achieving-industry-leading-0-7-mmkw-thermal-resistance-for-multi-kilowatt-ai-chips-302882340.html,"WB_346_COMPETITIVE_INDUSTRIES,2488","3.29861111111111,4.34027777777778,1.04166666666667,5.38194444444444,19.4444444444444,0.520833333333333,519"
20260917211500-33,http://www.prnewswire.com/news-releases/novolinc-launches-maxlinc-achieving-industry-leading-0-7-mmkw-thermal-resistance-for-multi-kilowatt-ai-chips-302882340.html,"WB_346_COMPETITIVE_INDUSTRIES,3784","3.29861111111111,4.34027777777778,1.04166666666667,5.38194444444444,19.4444444444444,0.520833333333333,519"
20260917211500-33,http://www.prnewswire.com/news-releases/novolinc-launches-maxlinc-achieving-industry-leading-0-7-mmkw-thermal-resistance-for-multi-kilowatt-ai-chips-302882340.html,"WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS,2109","3.29861111111111,4.34027777777778,1.04166666666667,5.38194444444444,19.4444444444444,0.520833333333333,519"
20260917211500-33,http://www.prnewswire.com/news-releases/novolinc-launches-maxlinc-achieving-industry-leading-0-7-mmkw-thermal-resistance-for-multi-kilowatt-ai-chips-302882340.html,"WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS,2488","3.29861111111111,4.34027777777778,1.04166666666667,5.38194444444444,19.4444444444444,0.520833333333333,519"
20260917211500-33,http://www.prnewswire.com/news-releases/novolinc-launches-maxlinc-achieving-industry-leading-0-7-mmkw-thermal-resistance-for-multi-kilowatt-ai-chips-302882340.html,"WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS,3784","3.29861111111111,4.34027777777778,1.04166666666667,5.38194444444444,19.4444444444444,0.520833333333333,519"
20260917211500-33,http://www.prnewswire.com/news-releases/novolinc-launches-maxlinc-achieving-industry-leading-0-7-mmkw-thermal-resistance-for-multi-kilowatt-ai-chips-302882340.html,"WB_1281_MANUFACTURING,2109","3.29861111111111,4.34027777777778,1.04166666666667,5.38194444444444,19.4444444444444,0.520833333333333,519"
